year,Month Week,region,AveragePrice,4046,4225,4770,Small Bags,Large Bags,XLarge Bags,Season,Total Small Avocados,Total Large Avocados,Total XLarge Avocados,type_organic
2017,10/29,Denver,2.01,4980,572,26,11256,146,0,Fall,16236,718,26,True
2017,10/22,Denver,1.64,5719,906,75,20034,288,0,Fall,25753,1194,75,True
2017,10/15,Denver,1.55,11990,1114,85,24092,1654,0,Fall,36082,2768,85,True
2017,10/08,Denver,1.97,7350,484,30,14714,139,0,Fall,22064,623,30,True
2017,10/01,Denver,1.93,3685,235,11,6690,10,0,Fall,10375,245,11,True
2017,09/24,Denver,1.69,3286,244,17,3000,6,0,Fall,6286,250,17,True
2017,09/17,Denver,2.02,6551,478,20,14966,13,0,Fall,21517,491,20,True
2017,09/10,Denver,2.06,6045,524,38,16816,123,0,Fall,22861,647,38,True
2017,09/03,Denver,2.02,5319,499,20,12016,83,0,Fall,17335,582,20,True
2017,08/27,Denver,2.16,5403,507,21,14579,63,0,Summer,19982,570,21,True
2017,08/20,Denver,2.11,5178,520,40,11414,184,0,Summer,16592,704,40,True
2017,08/13,Denver,2.08,7525,864,58,13825,100,0,Summer,21350,964,58,True
2017,08/06,Denver,1.95,9900,1086,46,8703,29,0,Summer,18603,1115,46,True
2017,07/30,Denver,1.83,8612,1388,54,11787,82,0,Summer,20399,1470,54,True
2017,07/23,Denver,1.83,8533,3419,214,3899,78,2,Summer,12432,3497,216,True
2017,07/16,Denver,1.83,3638,1154,99,1215,1546,0,Summer,4853,2700,99,True
2017,07/09,Denver,1.94,12539,1475,80,90,723,0,Summer,12629,2198,80,True
2017,07/02,Denver,1.44,11850,2544,61,551,10724,0,Summer,12401,13268,61,True
2017,06/25,Denver,1.17,4521,3679,27,3967,13251,0,Summer,8488,16930,27,True
2017,06/18,Denver,1.25,8640,2043,54,7228,10496,0,Summer,15868,12539,54,True
2017,06/11,Denver,1.97,16512,1809,103,225,264,0,Summer,16737,2073,103,True
2017,06/04,Denver,1.97,13420,1057,45,460,41,0,Summer,13880,1098,45,True
2017,05/28,Denver,1.69,25873,2438,165,303,97,0,Spring,26176,2535,165,True
2017,05/21,Denver,1.38,25044,4244,82,5217,1075,0,Spring,30261,5319,82,True
2017,05/14,Denver,0.74,22355,7368,139,91421,41214,0,Spring,113776,48582,139,True
2017,05/07,Denver,0.9,32779,13318,213,45109,54173,0,Spring,77888,67491,213,True
2017,04/30,Denver,1.24,24513,3402,97,14722,120,0,Spring,39235,3522,97,True
2017,04/23,Denver,0.9,12793,2126,69,47195,200,0,Spring,59988,2326,69,True
2017,04/16,Denver,0.96,16051,2802,111,43314,5386,0,Spring,59365,8188,111,True
2017,04/09,Denver,0.89,11793,2019,76,47908,4022,0,Spring,59701,6041,76,True
2017,04/02,Denver,0.84,9309,2010,57,56838,411,0,Spring,66147,2421,57,True
2017,03/26,Denver,0.85,10129,1677,36,55592,221,0,Spring,65721,1898,36,True
2017,03/19,Denver,0.89,9086,1631,24,39619,284,0,Spring,48705,1915,24,True
2017,03/12,Denver,0.98,14682,2307,33,35069,481,0,Spring,49751,2788,33,True
2017,03/05,Denver,0.94,23363,3586,23,34708,1295,0,Spring,58071,4881,23,True
2017,02/26,Denver,0.78,12233,2065,39,26967,22735,0,Winter,39200,24800,39,True
2017,02/19,Denver,1.16,10979,1473,19,581,21236,0,Winter,11560,22709,19,True
2017,02/12,Denver,1.44,15109,2067,16,224,7364,0,Winter,15333,9431,16,True
2017,02/05,Denver,1.38,9065,1335,20,105,7186,0,Winter,9170,8521,20,True
2017,01/29,Denver,1.49,13842,3182,13,1226,76,0,Winter,15068,3258,13,True
2017,01/22,Denver,0.98,12519,5289,11,8840,2621,0,Winter,21359,7910,11,True
2017,01/15,Denver,0.73,18780,3010,270,15918,12705,0,Winter,34698,15715,270,True
2017,01/08,Denver,0.8,8720,1639,53,3473,25516,0,Winter,12193,27155,53,True
2017,01/01,Denver,0.91,4103,775,5,3485,13078,0,Winter,7588,13853,5,True
2017,12/31,Detroit,1.05,398,2116,0,27997,2264,0,Winter,28395,4380,0,True
2017,12/24,Detroit,1.37,389,2494,0,12812,2509,0,Winter,13201,5003,0,True
2017,12/17,Detroit,1.41,403,2548,0,10946,3036,0,Winter,11349,5584,0,True
2017,12/10,Detroit,1.39,435,2561,0,9555,984,0,Winter,9990,3545,0,True
2017,12/03,Detroit,1.39,403,2628,0,8940,95,0,Winter,9343,2723,0,True
2017,11/26,Detroit,1.43,367,2814,0,11436,1609,0,Fall,11803,4423,0,True
2017,11/19,Detroit,1.37,597,3005,0,11976,438,0,Fall,12573,3443,0,True
2017,11/12,Detroit,1.42,718,2938,0,13814,339,0,Fall,14532,3277,0,True
2017,11/05,Detroit,1.58,518,2512,0,13656,505,0,Fall,14174,3017,0,True
2017,10/29,Detroit,1.65,425,2658,0,15086,2732,0,Fall,15511,5390,0,True
2017,10/22,Detroit,1.61,619,3460,0,14598,2798,0,Fall,15217,6258,0,True
2017,10/15,Detroit,1.69,468,3770,0,14535,1974,0,Fall,15003,5744,0,True
2017,10/08,Detroit,1.82,552,3869,1,14007,45,0,Fall,14559,3914,1,True
2017,10/01,Detroit,1.75,503,3596,0,15555,1980,0,Fall,16058,5576,0,True
2017,09/24,Detroit,2.08,556,3536,0,11223,9028,0,Fall,11779,12564,0,True
2017,09/17,Detroit,1.85,432,3502,0,11092,2406,0,Fall,11524,5908,0,True
2017,09/10,Detroit,1.88,434,4007,0,11927,2846,0,Fall,12361,6853,0,True
2017,09/03,Detroit,1.87,500,2793,0,12468,5925,0,Fall,12968,8718,0,True
2017,08/27,Detroit,1.64,391,2392,0,12233,3383,0,Summer,12624,5775,0,True
2017,08/20,Detroit,1.59,544,3347,0,12819,3342,0,Summer,13363,6689,0,True
2017,08/13,Detroit,1.54,515,3457,0,10115,410,0,Summer,10630,3867,0,True
2017,08/06,Detroit,1.68,572,3106,0,10690,1690,0,Summer,11262,4796,0,True
2017,07/30,Detroit,1.61,507,3352,0,9913,4218,0,Summer,10420,7570,0,True
2017,07/23,Detroit,1.74,603,5510,0,10022,9057,0,Summer,10625,14567,0,True
2017,07/16,Detroit,1.6,666,4375,0,10835,6717,0,Summer,11501,11092,0,True
2017,07/09,Detroit,1.47,532,5228,0,547,11415,0,Summer,1079,16643,0,True
2017,07/02,Detroit,1.44,435,3969,0,343,14987,0,Summer,778,18956,0,True
2017,06/25,Detroit,1.39,478,2992,0,544,9584,0,Summer,1022,12576,0,True
2017,06/18,Detroit,1.51,595,4884,0,318,9438,0,Summer,913,14322,0,True
2017,06/11,Detroit,0.92,447,4744,0,646,32516,0,Summer,1093,37260,0,True
2017,06/04,Detroit,1.75,512,4770,0,920,7920,0,Summer,1432,12690,0,True
2017,05/28,Detroit,1.64,529,4739,0,1096,12027,0,Spring,1625,16766,0,True
2017,05/21,Detroit,1.5,551,4582,0,1342,7254,0,Spring,1893,11836,0,True
2017,05/14,Detroit,1.76,531,5473,0,1319,3533,0,Spring,1850,9006,0,True
2017,05/07,Detroit,1.81,649,5629,0,441,7743,0,Spring,1090,13372,0,True
2017,04/30,Detroit,1.83,582,5993,0,816,7138,0,Spring,1398,13131,0,True
2017,04/23,Detroit,1.79,568,3906,0,1277,2145,0,Spring,1845,6051,0,True
2017,04/16,Detroit,0.93,670,5647,0,966,23974,0,Spring,1636,29621,0,True
2017,04/09,Detroit,0.9,719,5138,0,1008,16385,0,Spring,1727,21523,0,True
2017,04/02,Detroit,1.46,576,4786,0,1028,4874,0,Spring,1604,9660,0,True
2017,03/26,Detroit,0.65,645,5540,0,637,36029,0,Spring,1282,41569,0,True
2017,03/19,Detroit,1.32,729,6016,0,669,4457,0,Spring,1398,10473,0,True
2017,03/12,Detroit,0.7,765,5012,0,749,21068,0,Spring,1514,26080,0,True
2017,03/05,Detroit,0.48,717,4138,0,1385,44649,0,Spring,2102,48787,0,True
2017,02/26,Detroit,0.57,620,4638,0,826,29197,0,Winter,1446,33835,0,True
2017,02/19,Detroit,0.57,822,5987,0,1150,30425,0,Winter,1972,36412,0,True
2017,02/12,Detroit,0.82,766,5919,0,1146,11153,0,Winter,1912,17072,0,True
2017,02/05,Detroit,0.85,741,4326,0,681,10425,0,Winter,1422,14751,0,True
2017,01/29,Detroit,1.54,724,4667,0,770,1688,0,Winter,1494,6355,0,True
2017,01/22,Detroit,0.77,645,4104,0,1331,13370,0,Winter,1976,17474,0,True
2017,01/15,Detroit,1.88,790,6131,0,937,15,0,Winter,1727,6146,0,True
2017,01/08,Detroit,1.74,751,5747,0,973,682,0,Winter,1724,6429,0,True
2017,01/01,Detroit,1.77,593,6565,0,280,106,0,Winter,873,6671,0,True
2017,12/31,GrandRapids,1.28,9,770,0,5991,20,0,Winter,6000,790,0,True
2017,12/24,GrandRapids,1.3,32,1067,0,6660,14,0,Winter,6692,1081,0,True
2017,12/17,GrandRapids,1.28,25,782,0,5965,3,0,Winter,5990,785,0,True
2017,12/10,GrandRapids,1.29,0,729,0,5523,0,0,Winter,5523,729,0,True
2017,12/03,GrandRapids,1.31,14,758,0,5411,0,0,Winter,5425,758,0,True
2017,11/26,GrandRapids,1.3,17,766,0,5344,0,0,Fall,5361,766,0,True
2017,11/19,GrandRapids,1.27,14,611,0,6119,0,0,Fall,6133,611,0,True
2017,11/12,GrandRapids,1.43,37,1159,0,7303,6,0,Fall,7340,1165,0,True
2017,11/05,GrandRapids,1.52,44,3069,0,6355,0,0,Fall,6399,3069,0,True
2017,10/29,GrandRapids,1.32,61,540,0,7122,0,0,Fall,7183,540,0,True
2017,10/22,GrandRapids,1.32,15,686,0,8469,0,0,Fall,8484,686,0,True
2017,10/15,GrandRapids,1.41,15,724,0,7660,0,0,Fall,7675,724,0,True
2017,10/08,GrandRapids,1.51,42,1218,0,7546,0,0,Fall,7588,1218,0,True
2017,10/01,GrandRapids,1.44,42,3419,0,9090,0,0,Fall,9132,3419,0,True
2017,09/24,GrandRapids,1.46,30,978,0,7033,0,0,Fall,7063,978,0,True
2017,09/17,GrandRapids,1.4,44,818,0,7514,0,0,Fall,7558,818,0,True
2017,09/10,GrandRapids,1.4,156,1074,0,6756,33,0,Fall,6912,1107,0,True
2017,09/03,GrandRapids,1.26,124,825,0,8305,18,0,Fall,8429,843,0,True
2017,08/27,GrandRapids,1.21,28,493,0,7516,21,0,Summer,7544,514,0,True
2017,08/20,GrandRapids,1.13,23,35,0,7421,21,0,Summer,7444,56,0,True
2017,08/13,GrandRapids,1.18,39,347,0,7131,15,0,Summer,7170,362,0,True
2017,08/06,GrandRapids,1.29,6,825,0,4408,44,0,Summer,4414,869,0,True
2017,07/30,GrandRapids,1.33,4,1376,0,6772,79,0,Summer,6776,1455,0,True
2017,07/23,GrandRapids,1.27,4,667,0,5767,44,0,Summer,5771,711,0,True
2017,07/16,GrandRapids,1.32,2,1252,0,7785,3,0,Summer,7787,1255,0,True
2017,07/09,GrandRapids,2.19,32,3300,0,6,182,0,Summer,38,3482,0,True
2017,07/02,GrandRapids,1.97,34,4237,0,6,182,0,Summer,40,4419,0,True
2017,06/25,GrandRapids,2.73,7,891,0,6,129,0,Summer,13,1020,0,True
2017,06/18,GrandRapids,2.62,18,1057,0,12,225,0,Summer,30,1282,0,True
2017,06/11,GrandRapids,2.39,0,939,0,85,286,0,Summer,85,1225,0,True
2017,06/04,GrandRapids,2.33,2,903,0,326,156,0,Summer,328,1059,0,True
2017,05/28,GrandRapids,2.44,2,943,0,418,22,0,Spring,420,965,0,True
2017,05/21,GrandRapids,2.34,10,1091,0,576,0,0,Spring,586,1091,0,True
2017,05/14,GrandRapids,2.11,0,1013,0,555,0,0,Spring,555,1013,0,True
2017,05/07,GrandRapids,2.32,0,738,0,86,19,0,Spring,86,757,0,True
2017,04/30,GrandRapids,2.21,2,1052,0,370,26,0,Spring,372,1078,0,True
2017,04/23,GrandRapids,2.13,17,1363,0,716,3,0,Spring,733,1366,0,True
2017,04/16,GrandRapids,2.19,23,1581,0,574,65,0,Spring,597,1646,0,True
2017,04/09,GrandRapids,2.0,43,1224,0,599,171,0,Spring,642,1395,0,True
2017,04/02,GrandRapids,2.07,41,1182,0,614,69,0,Spring,655,1251,0,True
2017,03/26,GrandRapids,2.05,5,1421,0,561,147,0,Spring,566,1568,0,True
2017,03/19,GrandRapids,2.05,27,1593,0,689,84,0,Spring,716,1677,0,True
2017,03/12,GrandRapids,1.94,39,2890,0,1163,52,0,Spring,1202,2942,0,True
2017,03/05,GrandRapids,1.33,127,10247,0,2806,0,0,Spring,2933,10247,0,True
2017,02/26,GrandRapids,1.57,49,4221,0,3560,84,0,Winter,3609,4305,0,True
2017,02/19,GrandRapids,1.64,22,1036,0,803,0,0,Winter,825,1036,0,True
2017,02/12,GrandRapids,1.27,93,3515,0,663,0,0,Winter,756,3515,0,True
2017,02/05,GrandRapids,1.7,54,688,0,369,0,0,Winter,423,688,0,True
2017,01/29,GrandRapids,1.67,47,1079,0,386,112,0,Winter,433,1191,0,True
2017,01/22,GrandRapids,1.52,65,2010,0,616,0,0,Winter,681,2010,0,True
2017,01/15,GrandRapids,1.75,60,973,0,393,0,0,Winter,453,973,0,True
2017,01/08,GrandRapids,1.52,108,1992,0,550,0,0,Winter,658,1992,0,True
2017,01/01,GrandRapids,1.79,84,738,0,263,10,0,Winter,347,748,0,True
2017,12/31,HarrisburgScranton,1.45,138,209,0,18504,4,0,Winter,18642,213,0,True
2017,12/24,HarrisburgScranton,1.46,181,240,0,18638,0,0,Winter,18819,240,0,True
2017,12/17,HarrisburgScranton,1.46,380,287,5,16269,3,0,Winter,16649,290,5,True
2017,12/10,HarrisburgScranton,1.41,237,282,9,19982,4,0,Winter,20219,286,9,True
2017,12/03,HarrisburgScranton,1.46,450,329,5,17313,6,0,Winter,17763,335,5,True
2017,11/26,HarrisburgScranton,1.51,212,235,10,14897,0,0,Fall,15109,235,10,True
2017,11/19,HarrisburgScranton,1.62,176,275,9,13700,0,0,Fall,13876,275,9,True
2017,11/12,HarrisburgScranton,1.56,204,163,6,18711,14,0,Fall,18915,177,6,True
2017,11/05,HarrisburgScranton,1.61,256,154,5,18300,6,0,Fall,18556,160,5,True
2017,10/29,HarrisburgScranton,1.63,215,156,20,16284,0,0,Fall,16499,156,20,True
2017,10/22,HarrisburgScranton,1.48,189,237,6,21090,8,0,Fall,21279,245,6,True
2017,10/15,HarrisburgScranton,1.51,252,166,11,21109,8,0,Fall,21361,174,11,True
2017,10/08,HarrisburgScranton,1.44,236,183,12,25562,1,0,Fall,25798,184,12,True
2017,10/01,HarrisburgScranton,1.5,259,164,6,22313,0,0,Fall,22572,164,6,True
2017,09/24,HarrisburgScranton,1.47,312,164,17,23317,0,0,Fall,23629,164,17,True
2017,09/17,HarrisburgScranton,1.51,298,248,18,20429,0,0,Fall,20727,248,18,True
2017,09/10,HarrisburgScranton,1.51,322,178,7,24150,4,0,Fall,24472,182,7,True
2017,09/03,HarrisburgScranton,1.72,388,311,17,15724,0,0,Fall,16112,311,17,True
2017,08/27,HarrisburgScranton,1.73,234,194,7,13450,0,0,Summer,13684,194,7,True
2017,08/20,HarrisburgScranton,1.68,634,206,23,14240,0,0,Summer,14874,206,23,True
2017,08/13,HarrisburgScranton,1.69,285,243,18,13936,0,0,Summer,14221,243,18,True
2017,08/06,HarrisburgScranton,1.63,253,179,5,13199,3,0,Summer,13452,182,5,True
2017,07/30,HarrisburgScranton,1.59,231,177,9,13673,4,0,Summer,13904,181,9,True
2017,07/23,HarrisburgScranton,1.43,231,221,23,20656,3,0,Summer,20887,224,23,True
2017,07/16,HarrisburgScranton,1.56,184,186,15,16931,0,0,Summer,17115,186,15,True
2017,07/09,HarrisburgScranton,2.23,176,213,14,6759,0,0,Summer,6935,213,14,True
2017,07/02,HarrisburgScranton,2.15,377,265,35,8336,0,0,Summer,8713,265,35,True
2017,06/25,HarrisburgScranton,2.15,249,283,21,8976,0,0,Summer,9225,283,21,True
2017,06/18,HarrisburgScranton,2.09,1032,569,18,9460,24,0,Summer,10492,593,18,True
2017,06/11,HarrisburgScranton,2.27,395,228,1254,10298,52,0,Summer,10693,280,1254,True
2017,06/04,HarrisburgScranton,2.04,863,269,16,9961,60,0,Summer,10824,329,16,True
2017,05/28,HarrisburgScranton,2.19,442,290,15,9185,0,0,Spring,9627,290,15,True
2017,05/21,HarrisburgScranton,2.18,274,237,9,8421,0,0,Spring,8695,237,9,True
2017,05/14,HarrisburgScranton,2.13,282,444,11,9660,0,0,Spring,9942,444,11,True
2017,05/07,HarrisburgScranton,2.08,306,273,8,10166,0,0,Spring,10472,273,8,True
2017,04/30,HarrisburgScranton,2.01,1004,300,11,9031,0,0,Spring,10035,300,11,True
2017,04/23,HarrisburgScranton,2.01,356,464,9,8679,0,0,Spring,9035,464,9,True
2017,04/16,HarrisburgScranton,1.99,928,819,14,9625,32,0,Spring,10553,851,14,True
2017,04/09,HarrisburgScranton,2.06,364,440,13,8234,0,0,Spring,8598,440,13,True
2017,04/02,HarrisburgScranton,1.95,888,665,9,7606,0,0,Spring,8494,665,9,True
2017,03/26,HarrisburgScranton,1.91,388,323,10,9320,0,0,Spring,9708,323,10,True
2017,03/19,HarrisburgScranton,1.93,790,573,17,8982,7,0,Spring,9772,580,17,True
2017,03/12,HarrisburgScranton,2.21,476,345,19,6948,0,0,Spring,7424,345,19,True
2017,03/05,HarrisburgScranton,1.97,948,600,9,7793,12,0,Spring,8741,612,9,True
2017,02/26,HarrisburgScranton,1.84,618,655,14,7322,4,0,Winter,7940,659,14,True
2017,02/19,HarrisburgScranton,1.62,3590,2202,10,7429,32,0,Winter,11019,2234,10,True
2017,02/12,HarrisburgScranton,1.81,414,205,11,8333,44,0,Winter,8747,249,11,True
2017,02/05,HarrisburgScranton,1.83,362,140,6,7677,24,0,Winter,8039,164,6,True
2017,01/29,HarrisburgScranton,1.72,364,195,10,8622,60,0,Winter,8986,255,10,True
2017,01/22,HarrisburgScranton,1.76,356,139,16,7826,20,0,Winter,8182,159,16,True
2017,01/15,HarrisburgScranton,1.88,308,178,9,8134,0,0,Winter,8442,178,9,True
2017,01/08,HarrisburgScranton,1.95,403,226,8,6723,4,0,Winter,7126,230,8,True
2017,01/01,HarrisburgScranton,1.93,255,189,6,5004,0,0,Winter,5259,189,6,True
2017,12/31,HartfordSpringfield,1.9,59,6811,0,8600,0,0,Winter,8659,6811,0,True
2017,12/24,HartfordSpringfield,1.99,448,3902,0,8290,0,0,Winter,8738,3902,0,True
2017,12/17,HartfordSpringfield,1.93,183,3070,0,8784,29,0,Winter,8967,3099,0,True
2017,12/10,HartfordSpringfield,1.81,77,3133,5,10446,27,0,Winter,10523,3160,5,True
2017,12/03,HartfordSpringfield,1.83,288,5155,1,8644,0,0,Winter,8932,5155,1,True
2017,11/26,HartfordSpringfield,1.9,31,2682,0,8827,0,0,Fall,8858,2682,0,True
2017,11/19,HartfordSpringfield,2.09,34,2619,1,8724,0,0,Fall,8758,2619,1,True
2017,11/12,HartfordSpringfield,2.09,36,2880,1,9531,37,0,Fall,9567,2917,1,True
2017,11/05,HartfordSpringfield,2.17,26,3106,2,9090,62,0,Fall,9116,3168,2,True
2017,10/29,HartfordSpringfield,1.98,45,2689,0,10867,48,0,Fall,10912,2737,0,True
2017,10/22,HartfordSpringfield,1.53,35,2862,1,18475,67,0,Fall,18510,2929,1,True
2017,10/15,HartfordSpringfield,1.81,60,2147,4,14397,9,0,Fall,14457,2156,4,True
2017,10/08,HartfordSpringfield,1.93,52,3324,7,13882,79,0,Fall,13934,3403,7,True
2017,10/01,HartfordSpringfield,2.06,72,3318,1,10434,1,0,Fall,10506,3319,1,True
2017,09/24,HartfordSpringfield,1.82,122,3577,0,15912,0,0,Fall,16034,3577,0,True
2017,09/17,HartfordSpringfield,1.96,68,4275,11,14216,0,0,Fall,14284,4275,11,True
2017,09/10,HartfordSpringfield,2.08,87,3878,1,14049,0,0,Fall,14136,3878,1,True
2017,09/03,HartfordSpringfield,2.21,142,3792,0,11020,0,0,Fall,11162,3792,0,True
2017,08/27,HartfordSpringfield,2.4,74,4981,2,8935,0,0,Summer,9009,4981,2,True
2017,08/20,HartfordSpringfield,2.19,333,6341,2,9363,0,0,Summer,9696,6341,2,True
2017,08/13,HartfordSpringfield,2.26,83,4346,0,8889,10,0,Summer,8972,4356,0,True
2017,08/06,HartfordSpringfield,2.11,37,4371,0,9127,12,0,Summer,9164,4383,0,True
2017,07/30,HartfordSpringfield,2.1,72,4282,2,9501,4,0,Summer,9573,4286,2,True
2017,07/23,HartfordSpringfield,1.95,97,4468,8,12887,0,0,Summer,12984,4468,8,True
2017,07/16,HartfordSpringfield,1.94,308,4236,1,10582,0,0,Summer,10890,4236,1,True
2017,07/09,HartfordSpringfield,2.67,43,4563,8,7226,0,0,Summer,7269,4563,8,True
2017,07/02,HartfordSpringfield,2.67,120,5069,35,6515,3,0,Summer,6635,5072,35,True
2017,06/25,HartfordSpringfield,2.61,64,5815,16,6987,0,0,Summer,7051,5815,16,True
2017,06/18,HartfordSpringfield,2.14,549,14022,6,8418,754,0,Summer,8967,14776,6,True
2017,06/11,HartfordSpringfield,2.62,89,4953,13,7752,232,0,Summer,7841,5185,13,True
2017,06/04,HartfordSpringfield,2.5,340,6314,0,8242,87,0,Summer,8582,6401,0,True
2017,05/28,HartfordSpringfield,2.67,148,4613,57,8109,0,0,Spring,8257,4613,57,True
2017,05/21,HartfordSpringfield,2.62,107,4361,12,7752,0,0,Spring,7859,4361,12,True
2017,05/14,HartfordSpringfield,2.58,310,4316,4,7825,0,0,Spring,8135,4316,4,True
2017,05/07,HartfordSpringfield,2.51,198,7086,2,7885,0,0,Spring,8083,7086,2,True
2017,04/30,HartfordSpringfield,2.25,477,10235,15,7839,0,0,Spring,8316,10235,15,True
2017,04/23,HartfordSpringfield,2.49,44,6007,4,7224,3,0,Spring,7268,6010,4,True
2017,04/16,HartfordSpringfield,2.0,997,18975,5,6618,42,0,Spring,7615,19017,5,True
2017,04/09,HartfordSpringfield,2.6,198,4395,12,6439,0,0,Spring,6637,4395,12,True
2017,04/02,HartfordSpringfield,2.42,495,6057,0,6538,30,0,Spring,7033,6087,0,True
2017,03/26,HartfordSpringfield,2.48,173,6545,0,6005,329,0,Spring,6178,6874,0,True
2017,03/19,HartfordSpringfield,2.04,604,17563,45,6460,122,0,Spring,7064,17685,45,True
2017,03/12,HartfordSpringfield,2.57,109,5604,1,7680,0,0,Spring,7789,5604,1,True
2017,03/05,HartfordSpringfield,2.17,255,7325,4,6179,19,0,Spring,6434,7344,4,True
2017,02/26,HartfordSpringfield,2.18,208,7176,1,5968,120,0,Winter,6176,7296,1,True
2017,02/19,HartfordSpringfield,1.56,849,32225,0,6224,679,0,Winter,7073,32904,0,True
2017,02/12,HartfordSpringfield,2.35,45,3547,12,5751,30,0,Winter,5796,3577,12,True
2017,02/05,HartfordSpringfield,1.79,94,7579,23,6806,321,0,Winter,6900,7900,23,True
2017,01/29,HartfordSpringfield,2.43,96,3494,9,5602,209,0,Winter,5698,3703,9,True
2017,01/22,HartfordSpringfield,2.44,101,3410,9,6038,22,0,Winter,6139,3432,9,True
2017,01/15,HartfordSpringfield,2.43,119,4601,6,6277,198,0,Winter,6396,4799,6,True
2017,01/08,HartfordSpringfield,2.43,38,4063,17,5593,167,0,Winter,5631,4230,17,True
2017,01/01,HartfordSpringfield,2.44,152,7697,12,3947,167,0,Winter,4099,7864,12,True
2017,12/31,Houston,1.36,9524,114,0,15635,316,0,Winter,25159,430,0,True
2017,12/24,Houston,1.55,6743,136,0,19811,90,0,Winter,26554,226,0,True
2017,12/17,Houston,1.53,6972,66,0,20577,10,0,Winter,27549,76,0,True
2017,12/10,Houston,1.51,6333,118,0,19911,50,0,Winter,26244,168,0,True
2017,12/03,Houston,1.56,7042,178,0,18166,70,0,Winter,25208,248,0,True
2017,11/26,Houston,1.56,4935,26,0,15429,20,0,Fall,20364,46,0,True
2017,11/19,Houston,1.56,5928,75,0,18955,3,0,Fall,24883,78,0,True
2017,11/12,Houston,1.68,6158,57,0,19085,0,0,Fall,25243,57,0,True
2017,11/05,Houston,1.82,5256,49,0,14847,0,0,Fall,20103,49,0,True
2017,10/29,Houston,1.82,5552,163,0,16652,0,0,Fall,22204,163,0,True
2017,10/22,Houston,1.82,5592,28,0,17568,0,0,Fall,23160,28,0,True
2017,10/15,Houston,1.82,7026,70,0,20309,0,0,Fall,27335,70,0,True
2017,10/08,Houston,1.84,7124,56,0,16519,0,0,Fall,23643,56,0,True
2017,10/01,Houston,1.89,11150,8,0,12429,0,0,Fall,23579,8,0,True
2017,09/24,Houston,1.91,17784,43,0,10449,3,0,Fall,28233,46,0,True
2017,09/17,Houston,1.92,21890,64,0,1320,3,0,Fall,23210,67,0,True
2017,09/10,Houston,1.8,6537,20,0,6377,0,0,Fall,12914,20,0,True
2017,09/03,Houston,1.85,6566,58,0,10207,0,0,Fall,16773,58,0,True
2017,08/27,Houston,1.89,11013,67,0,20189,6,0,Summer,31202,73,0,True
2017,08/20,Houston,1.57,6268,28,0,12565,119,0,Summer,18833,147,0,True
2017,08/13,Houston,1.39,7796,22,0,18327,10,0,Summer,26123,32,0,True
2017,08/06,Houston,1.4,10486,21,0,27247,0,0,Summer,37733,21,0,True
2017,07/30,Houston,1.41,9681,11,0,24541,3,0,Summer,34222,14,0,True
2017,07/23,Houston,1.41,11852,26,0,28221,0,0,Summer,40073,26,0,True
2017,07/16,Houston,1.41,9407,87,0,24087,0,0,Summer,33494,87,0,True
2017,07/09,Houston,1.08,9747,15,0,35612,10,0,Summer,45359,25,0,True
2017,07/02,Houston,1.21,11775,189,0,34210,25,0,Summer,45985,214,0,True
2017,06/25,Houston,1.3,10016,33,0,24814,4,0,Summer,34830,37,0,True
2017,06/18,Houston,1.03,9790,82,0,32199,88,0,Summer,41989,170,0,True
2017,06/11,Houston,1.02,12374,31,0,43269,48,0,Summer,55643,79,0,True
2017,06/04,Houston,1.11,10986,40,0,39413,62,0,Summer,50399,102,0,True
2017,05/28,Houston,1.19,11166,16,0,33339,67,0,Spring,44505,83,0,True
2017,05/21,Houston,1.39,10501,12,0,26523,71,0,Spring,37024,83,0,True
2017,05/14,Houston,1.39,10106,14,0,23749,85,0,Spring,33855,99,0,True
2017,05/07,Houston,1.25,10306,14,0,25913,490,0,Spring,36219,504,0,True
2017,04/30,Houston,1.18,9703,38,0,10563,7813,0,Spring,20266,7851,0,True
2017,04/23,Houston,0.91,9114,69,0,13678,20364,0,Spring,22792,20433,0,True
2017,04/16,Houston,0.88,11936,133,0,48107,84,0,Spring,60043,217,0,True
2017,04/09,Houston,0.93,9013,1885,0,27845,1911,0,Spring,36858,3796,0,True
2017,04/02,Houston,0.92,13047,55,0,39629,141,0,Spring,52676,196,0,True
2017,03/26,Houston,0.9,14157,134,0,47189,71,0,Spring,61346,205,0,True
2017,03/19,Houston,0.87,10922,38,0,39122,802,0,Spring,50044,840,0,True
2017,03/12,Houston,0.92,13678,40,0,18616,20475,0,Spring,32294,20515,0,True
2017,03/05,Houston,0.92,9392,44,0,25806,3496,0,Spring,35198,3540,0,True
2017,02/26,Houston,0.91,10310,22,0,33637,0,0,Winter,43947,22,0,True
2017,02/19,Houston,0.89,8836,167,0,32476,0,0,Winter,41312,167,0,True
2017,02/12,Houston,0.92,8043,57,1,25880,0,0,Winter,33923,57,1,True
2017,02/05,Houston,0.93,7458,18,0,23381,0,0,Winter,30839,18,0,True
2017,01/29,Houston,0.93,7985,303,0,25640,0,0,Winter,33625,303,0,True
2017,01/22,Houston,0.94,8152,748,0,26176,0,0,Winter,34328,748,0,True
2017,01/15,Houston,0.95,8281,13,0,22397,6,0,Winter,30678,19,0,True
2017,01/08,Houston,1.07,9041,47,0,11028,0,0,Winter,20069,47,0,True
