AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
1.67,54112.35,5905.64,22226.82,309.42,25670.47,9529.41,16141.06,0.0,organic,2016,Plains
1.8,51545.86,7264.64,21638.51,525.6,22117.11,12589.18,9527.93,0.0,organic,2016,Plains
1.82,53866.63,5829.03,22762.76,4411.5,20863.34,10714.01,10149.33,0.0,organic,2016,Plains
1.81,52811.38,5184.94,21425.91,2732.05,23468.48,14422.61,9045.87,0.0,organic,2016,Plains
1.72,53685.87,4040.29,21221.96,2115.7,26307.92,16898.32,9409.6,0.0,organic,2016,Plains
1.63,56114.01,4090.81,23351.98,78.91,28592.31,19205.27,9387.04,0.0,organic,2016,Plains
1.76,46645.35,3982.86,22440.03,886.04,19336.42,13280.84,6055.58,0.0,organic,2016,Plains
1.7,48278.48,3311.13,21765.75,5489.97,17711.63,9276.63,8435.0,0.0,organic,2016,Plains
1.63,50608.69,3410.77,21334.93,5331.39,20531.6,11798.14,8733.46,0.0,organic,2016,Plains
1.63,52284.1,5251.61,22040.06,1998.21,22994.22,16106.91,6887.31,0.0,organic,2016,Plains
1.63,57957.05,6103.01,24050.77,7860.59,19942.68,14701.78,5240.9,0.0,organic,2016,Plains
1.63,51075.07,5529.79,22175.76,2574.67,20794.85,16998.34,3796.51,0.0,organic,2016,Plains
1.68,54947.33,5202.16,26660.75,3345.5,19738.92,14844.01,4894.91,0.0,organic,2016,Plains
1.76,40907.26,4923.5,24223.73,1387.7,10372.33,7022.27,3350.06,0.0,organic,2016,Plains
1.63,53325.35,7055.8,25456.08,10288.36,10525.11,6942.43,3582.68,0.0,organic,2016,Plains
1.65,47778.34,5526.42,23572.79,2753.86,15925.27,9033.29,6891.98,0.0,organic,2016,Plains
1.58,54825.59,5399.74,23826.5,11269.89,14329.46,8338.82,5990.64,0.0,organic,2016,Plains
1.59,42077.45,4211.65,22094.2,1260.73,14510.87,8629.29,5881.58,0.0,organic,2016,Plains
1.29,61993.61,4954.72,21249.79,3329.15,32459.95,16741.92,15718.03,0.0,organic,2016,Plains
1.57,42572.64,4095.59,21297.04,3141.27,14038.74,7726.44,6312.3,0.0,organic,2016,Plains
1.36,57602.01,4047.05,22065.88,7333.68,24155.4,7182.87,16972.53,0.0,organic,2016,Plains
1.45,46543.64,4227.34,20886.24,3760.1,17669.96,5264.47,12405.49,0.0,organic,2016,Plains
1.45,47440.66,6443.92,19972.56,2998.54,18025.64,5362.6,12663.04,0.0,organic,2016,Plains
1.44,48042.77,4101.49,18882.56,5028.75,20029.97,6578.46,13451.51,0.0,organic,2016,Plains
1.54,41060.75,4494.19,19232.48,2392.43,14941.65,6083.37,8858.28,0.0,organic,2016,Plains
1.76,35593.76,4824.81,18331.73,1348.12,11089.1,6599.18,4489.92,0.0,organic,2016,Plains
1.39,51756.47,5743.88,20482.8,6482.18,19047.61,8049.71,10997.9,0.0,organic,2016,Plains
1.34,51258.32,3340.91,19357.61,4679.89,23879.91,8502.6,15377.31,0.0,organic,2016,Plains
1.68,36769.77,4150.81,17198.57,3353.47,12066.92,7771.32,4295.6,0.0,organic,2016,Plains
1.57,37624.17,3285.43,17837.59,3581.64,12919.51,8836.54,4082.97,0.0,organic,2016,Plains
1.55,40874.22,3229.22,17774.39,1427.09,18443.52,9100.27,9343.25,0.0,organic,2016,Plains
1.33,56919.22,4015.88,16269.58,8256.41,28377.35,11379.03,16998.32,0.0,organic,2016,Plains
1.47,50053.55,4041.42,17676.25,8951.95,19383.93,10322.62,9061.31,0.0,organic,2016,Plains
1.63,41956.88,5395.24,14899.65,3836.61,17825.38,11957.58,5867.8,0.0,organic,2016,Plains
1.5,38955.86,3092.05,15012.16,2689.51,18162.14,7903.68,10258.46,0.0,organic,2016,Plains
1.21,94378.68,28632.23,4227.39,0.0,61519.06,59525.98,1993.08,0.0,organic,2016,SouthCentral
1.1,100860.88,23988.1,4296.17,0.0,72576.61,67763.58,4813.03,0.0,organic,2016,SouthCentral
1.12,101938.87,22116.71,3578.88,0.0,76243.28,69391.18,6852.1,0.0,organic,2016,SouthCentral
1.21,100639.79,26102.51,2981.43,8.77,71547.08,70185.18,1361.9,0.0,organic,2016,SouthCentral
1.18,122037.93,31680.35,2782.97,0.0,87574.61,84151.11,3423.5,0.0,organic,2016,SouthCentral
1.22,120110.49,31129.0,2922.52,0.0,86058.97,83113.68,2945.29,0.0,organic,2016,SouthCentral
1.24,144227.54,38610.17,4360.85,0.0,101256.52,92828.0,8428.52,0.0,organic,2016,SouthCentral
1.44,132275.3,39761.02,4435.09,5.94,88073.25,83278.46,4794.79,0.0,organic,2016,SouthCentral
1.48,94332.98,41423.95,4092.33,5.96,48810.74,47513.43,1297.31,0.0,organic,2016,SouthCentral
1.41,104747.96,67813.29,3524.97,2.98,33406.72,29443.08,3963.64,0.0,organic,2016,SouthCentral
1.09,144647.08,53252.15,4007.89,0.0,87387.04,68709.98,18677.06,0.0,organic,2016,SouthCentral
1.09,150647.8,54851.54,4379.24,0.0,91417.02,66104.4,25312.62,0.0,organic,2016,SouthCentral
1.14,131064.76,57006.38,4790.65,0.0,69267.73,66393.37,2874.36,0.0,organic,2016,SouthCentral
1.15,131608.43,50298.52,6985.47,8.87,74315.57,65470.7,8844.87,0.0,organic,2016,SouthCentral
1.14,129652.83,42581.23,5505.14,0.0,81566.46,73194.34,8372.12,0.0,organic,2016,SouthCentral
1.07,164162.25,47884.79,4446.52,0.0,111830.94,105704.69,6126.25,0.0,organic,2016,SouthCentral
1.08,169684.45,43288.51,5218.47,0.0,121177.47,115963.68,5213.79,0.0,organic,2016,SouthCentral
1.04,180003.45,48259.41,4469.44,8.79,127265.81,120903.43,6362.38,0.0,organic,2016,SouthCentral
0.97,247621.32,67192.31,4365.3,0.0,176063.71,170028.41,6035.3,0.0,organic,2016,SouthCentral
0.98,278711.99,76071.17,5041.32,0.0,197599.5,189805.15,7794.35,0.0,organic,2016,SouthCentral
1.26,138004.86,44893.49,5386.67,0.0,87724.7,52854.44,34870.26,0.0,organic,2016,SouthCentral
1.22,142770.97,51129.16,5389.19,0.0,86252.62,72360.02,13892.6,0.0,organic,2016,SouthCentral
1.21,136429.31,53040.76,6134.35,0.0,77254.2,65513.34,11740.86,0.0,organic,2016,SouthCentral
1.21,118903.02,44998.45,6759.41,0.0,67145.16,47727.73,19417.43,0.0,organic,2016,SouthCentral
1.18,106469.22,40521.68,7584.26,0.0,58363.28,54171.61,4191.67,0.0,organic,2016,SouthCentral
1.13,111340.2,45145.4,8701.71,0.0,57493.09,55392.77,2100.32,0.0,organic,2016,SouthCentral
1.17,114148.17,40284.96,7267.68,0.0,66595.53,61928.4,4667.13,0.0,organic,2016,SouthCentral
1.14,113554.54,39133.12,7833.94,0.0,66587.48,56430.45,10157.03,0.0,organic,2016,SouthCentral
1.11,120789.79,40677.24,7936.51,359.3,71816.74,63793.15,8023.59,0.0,organic,2016,SouthCentral
1.1,117920.36,36488.57,7670.66,417.29,73343.84,59332.91,14010.93,0.0,organic,2016,SouthCentral
1.07,144179.65,43253.38,13727.01,4019.29,83179.97,65946.52,17233.45,0.0,organic,2016,SouthCentral
1.05,130641.29,37426.79,9630.79,231.79,83351.92,66161.0,17190.92,0.0,organic,2016,SouthCentral
1.11,128078.72,32418.44,15000.26,249.18,80410.84,59811.01,20599.83,0.0,organic,2016,SouthCentral
1.07,133142.97,30976.28,8774.75,4649.03,88742.91,59018.15,29724.76,0.0,organic,2016,SouthCentral
1.13,113305.24,26730.12,12090.39,6307.41,68177.32,57465.21,10712.11,0.0,organic,2016,SouthCentral
1.11,110395.86,27167.11,16727.91,39.84,66461.0,46304.57,20156.43,0.0,organic,2016,SouthCentral
1.15,118580.72,29955.06,15129.88,17.07,73478.71,56962.55,16516.16,0.0,organic,2016,SouthCentral
1.21,91639.0,29757.15,7403.82,8.52,54469.51,41421.13,13048.38,0.0,organic,2016,SouthCentral
1.22,86545.27,28336.55,5964.03,2.83,52241.86,41885.1,10356.76,0.0,organic,2016,SouthCentral
1.25,84351.3,29009.17,6132.83,8.49,49200.81,39989.57,9211.24,0.0,organic,2016,SouthCentral
1.23,79411.38,27908.44,6978.58,11.26,44513.1,35287.48,9225.62,0.0,organic,2016,SouthCentral
1.24,86860.92,33069.76,7254.38,0.0,46536.78,39531.89,7004.89,0.0,organic,2016,SouthCentral
1.21,86686.51,29748.62,5654.56,0.0,51283.33,40850.8,10432.53,0.0,organic,2016,SouthCentral
1.24,89262.56,28679.61,6947.04,2.79,53633.12,38914.83,14718.29,0.0,organic,2016,SouthCentral
1.28,78298.97,29083.62,6554.46,208.92,42451.97,32726.25,9725.72,0.0,organic,2016,SouthCentral
1.31,75226.48,25976.29,6077.93,0.0,43172.26,33318.79,9853.47,0.0,organic,2016,SouthCentral
1.35,69236.98,28638.16,4956.5,0.0,35642.32,33200.13,2442.19,0.0,organic,2016,SouthCentral
1.41,69115.72,29502.87,4582.19,2.77,35027.89,34397.13,630.76,0.0,organic,2016,SouthCentral
1.35,70767.77,23737.39,5747.06,0.0,41283.32,39836.86,1446.46,0.0,organic,2016,SouthCentral
1.33,67598.5,29157.6,5671.95,5.56,32763.39,32475.79,287.6,0.0,organic,2016,SouthCentral
1.38,63163.21,20245.33,5601.24,0.0,37316.64,36780.47,536.17,0.0,organic,2016,SouthCentral
1.38,56538.34,18543.16,4853.37,0.0,33141.81,32138.91,1002.9,0.0,organic,2016,SouthCentral
1.41,46895.78,3551.01,9031.23,279.29,34034.25,18333.61,15700.64,0.0,organic,2016,Southeast
1.26,54712.86,3375.85,8448.31,315.77,42572.93,19398.71,23174.22,0.0,organic,2016,Southeast
1.29,59141.95,3862.37,8401.47,274.59,46603.52,17767.54,28835.98,0.0,organic,2016,Southeast
1.44,51799.91,3464.51,9245.68,237.32,38852.4,15786.96,23065.44,0.0,organic,2016,Southeast
1.55,46032.7,3303.62,8282.1,310.14,34136.84,17052.87,17083.97,0.0,organic,2016,Southeast
1.58,61264.14,4165.72,9695.14,419.65,46983.63,25312.29,21671.34,0.0,organic,2016,Southeast
1.58,71470.8,4473.42,11409.19,450.22,55137.97,31103.86,24034.11,0.0,organic,2016,Southeast
1.62,63877.72,5389.94,14873.28,507.85,43106.65,17305.32,25801.33,0.0,organic,2016,Southeast
1.75,44666.0,5090.29,15508.61,572.47,23494.63,5220.39,18274.24,0.0,organic,2016,Southeast
1.36,59238.63,4865.35,14703.84,419.27,39250.17,5363.63,33886.54,0.0,organic,2016,Southeast
1.35,56442.73,5174.56,13534.89,432.89,37300.39,7119.54,30180.85,0.0,organic,2016,Southeast
1.44,57606.91,10690.56,12322.68,416.0,34177.67,9681.13,24496.54,0.0,organic,2016,Southeast
2.13,38668.06,14243.0,15259.97,519.91,8645.18,7049.22,1595.96,0.0,organic,2016,Southeast
1.81,41398.38,7769.08,14549.87,420.84,18658.59,7449.41,11209.18,0.0,organic,2016,Southeast
1.58,57792.45,6072.82,14168.25,485.37,37066.01,19189.74,17876.27,0.0,organic,2016,Southeast
1.5,67246.01,7453.03,14078.39,439.29,45275.3,30666.03,14609.27,0.0,organic,2016,Southeast
1.54,67309.14,9207.65,15349.22,431.84,42320.43,31577.01,10743.42,0.0,organic,2016,Southeast
1.41,68341.93,8134.62,14259.48,625.61,45322.22,27669.13,17653.09,0.0,organic,2016,Southeast
1.65,64499.62,11946.01,13428.48,712.1,38413.03,32410.75,6002.28,0.0,organic,2016,Southeast
1.63,70790.98,13080.44,14578.13,820.66,42311.75,34013.16,8298.59,0.0,organic,2016,Southeast
1.39,84966.16,13026.73,17547.61,1150.44,53241.38,27465.39,25775.99,0.0,organic,2016,Southeast
1.62,67427.23,13672.33,15899.54,1036.72,36818.64,29716.26,7102.38,0.0,organic,2016,Southeast
1.67,68443.21,15723.85,15761.64,968.77,35988.95,33725.71,2263.24,0.0,organic,2016,Southeast
1.45,71665.65,15952.32,12582.02,1043.27,42088.04,27168.06,14919.98,0.0,organic,2016,Southeast
1.4,80274.62,16115.35,16079.41,930.51,47149.35,35176.48,11972.87,0.0,organic,2016,Southeast
1.16,87258.97,15707.89,15614.27,956.86,54979.95,38190.18,16789.77,0.0,organic,2016,Southeast
1.31,71367.79,20353.71,13495.03,848.58,36670.47,22878.16,13792.31,0.0,organic,2016,Southeast
1.22,68218.09,15584.56,13257.71,654.68,38721.14,23160.93,15560.21,0.0,organic,2016,Southeast
1.31,69103.23,17831.12,14124.16,609.14,36538.81,24093.3,12445.51,0.0,organic,2016,Southeast
1.31,66438.8,15346.73,12348.32,498.96,38244.79,29937.29,8307.5,0.0,organic,2016,Southeast
1.41,64136.98,16063.33,11346.0,407.65,36320.0,32373.57,3946.43,0.0,organic,2016,Southeast
1.44,63165.58,15850.58,10455.82,422.78,36436.4,29566.47,6869.93,0.0,organic,2016,Southeast
1.44,63876.47,14100.94,10954.62,341.16,38479.75,32194.5,6285.25,0.0,organic,2016,Southeast
1.53,52129.42,14799.32,10278.09,401.59,26650.42,22526.26,4124.16,0.0,organic,2016,Southeast
1.44,57064.62,13485.35,11528.17,382.13,31668.97,24950.21,6718.76,0.0,organic,2016,Southeast
1.47,60780.65,14874.14,11223.24,354.59,34328.68,30773.57,3555.11,0.0,organic,2016,Southeast
1.48,54241.93,16280.57,11390.63,403.64,26167.09,22303.0,3864.09,0.0,organic,2016,Southeast
1.44,54667.44,16629.6,11242.96,507.98,26286.9,25822.92,463.98,0.0,organic,2016,Southeast
1.49,54364.05,19782.19,10472.82,395.68,23713.36,21956.66,1756.7,0.0,organic,2016,Southeast
1.48,51791.11,16772.51,10589.54,353.44,24075.62,20453.56,3622.06,0.0,organic,2016,Southeast
1.46,49153.27,15483.39,8830.51,452.71,24386.66,21785.79,2600.87,0.0,organic,2016,Southeast
1.45,49979.08,15658.78,9937.59,397.83,23984.88,22968.5,1016.38,0.0,organic,2016,Southeast
1.61,40036.61,15966.97,9880.53,364.48,13824.63,13251.15,573.48,0.0,organic,2016,Southeast
1.66,36570.56,15059.75,8583.7,436.81,12490.3,12288.18,202.12,0.0,organic,2016,Southeast
1.61,37375.96,13880.19,7471.45,356.11,15668.21,14899.84,768.37,0.0,organic,2016,Southeast
1.57,39730.5,14094.73,7433.77,388.89,17813.11,15792.13,2020.98,0.0,organic,2016,Southeast
1.61,36963.31,13154.94,7667.79,504.48,15636.1,14354.53,1281.57,0.0,organic,2016,Southeast
1.63,41361.94,16328.26,6860.8,379.04,17793.84,16603.66,1190.18,0.0,organic,2016,Southeast
1.55,45545.02,13968.03,7078.75,524.35,23973.89,22489.24,1484.65,0.0,organic,2016,Southeast
1.69,36802.17,15333.29,7545.64,459.04,13464.2,12976.16,488.04,0.0,organic,2016,Southeast
1.64,41864.22,15773.34,7657.9,565.69,17867.29,14426.01,3441.28,0.0,organic,2016,Southeast
1.32,86759.88,39315.96,8067.87,579.95,38796.1,19654.52,19141.58,0.0,organic,2016,Southeast
0.91,318683.18,19703.32,48083.12,142.0,250754.74,58951.54,191803.2,0.0,organic,2016,West
1.23,173890.1,27404.62,34331.66,185.11,111968.71,27269.38,84699.33,0.0,organic,2016,West
1.34,163585.07,31859.03,32090.48,64.88,99570.68,24023.81,75546.87,0.0,organic,2016,West
1.31,202181.56,29864.64,36193.58,63.49,136059.85,20438.49,115621.36,0.0,organic,2016,West
1.52,168440.43,28656.52,31983.14,64.8,107735.97,31027.16,76708.81,0.0,organic,2016,West
1.66,171623.92,33916.58,38582.41,31.05,99093.88,27888.84,71205.04,0.0,organic,2016,West
1.81,160864.58,27341.41,52348.72,72.26,81102.19,34945.74,46156.45,0.0,organic,2016,West
1.84,140457.87,32388.45,43773.59,89.29,64206.54,14689.35,49517.19,0.0,organic,2016,West
2.16,96943.41,42763.18,39555.64,60.88,14563.71,11572.83,2990.88,0.0,organic,2016,West
1.92,101890.97,35139.81,36768.19,153.5,29829.47,15072.18,14757.29,0.0,organic,2016,West
1.56,152876.61,23968.08,36780.7,57.44,92070.39,25657.03,66413.36,0.0,organic,2016,West
1.68,126192.84,30116.28,33882.82,189.03,62004.71,29570.26,32434.45,0.0,organic,2016,West
1.59,139393.05,29390.8,31959.14,43.19,77999.92,20453.89,57546.03,0.0,organic,2016,West
1.78,118420.15,31346.67,31031.61,122.6,55919.27,27538.32,28380.95,0.0,organic,2016,West
1.59,160880.99,39692.64,29626.54,302.54,91259.27,53282.81,37976.46,0.0,organic,2016,West
1.48,197265.79,43258.13,39127.68,77.84,114802.14,46197.11,68605.03,0.0,organic,2016,West
1.61,177083.68,42575.46,60202.23,527.53,73778.46,37977.13,35801.33,0.0,organic,2016,West
1.92,125950.35,37698.95,56204.07,486.07,31561.26,23214.22,8347.04,0.0,organic,2016,West
1.82,144812.23,43598.18,50611.87,104.26,50497.92,31310.25,19187.67,0.0,organic,2016,West
1.75,176385.1,44064.59,63383.04,117.36,68820.11,51024.36,17795.75,0.0,organic,2016,West
1.7,177284.38,49438.88,53061.67,94.46,74689.37,39122.15,35567.22,0.0,organic,2016,West
1.65,189615.28,50386.72,54278.15,106.15,84844.26,29501.17,55343.09,0.0,organic,2016,West
1.88,168610.5,49512.52,69123.8,186.93,49787.25,33356.15,16431.1,0.0,organic,2016,West
1.85,179798.46,51709.18,80874.26,91.31,47123.71,23318.33,23805.38,0.0,organic,2016,West
1.54,226554.8,47697.0,78885.22,81.91,99890.67,60450.95,39439.72,0.0,organic,2016,West
1.47,245935.09,57696.2,84970.72,146.71,103121.46,29715.52,73405.94,0.0,organic,2016,West
1.56,213439.57,57147.64,101491.99,226.13,54573.81,17817.37,36756.44,0.0,organic,2016,West
1.49,244706.99,70317.09,133145.27,206.8,41037.83,17327.6,23710.23,0.0,organic,2016,West
1.6,183825.41,73423.24,87335.68,755.62,22310.87,11351.58,10959.29,0.0,organic,2016,West
1.58,195651.71,58162.59,111261.31,629.91,25597.9,17579.09,8018.81,0.0,organic,2016,West
1.37,249655.68,37317.27,123135.77,3020.45,86182.19,52709.61,33472.58,0.0,organic,2016,West
1.27,321890.92,69931.66,137437.19,546.57,113975.5,52117.86,61857.64,0.0,organic,2016,West
1.39,252652.39,55508.03,137201.71,269.8,59672.85,20447.22,39225.63,0.0,organic,2016,West
1.08,291268.76,49339.11,99082.98,5756.76,137089.91,20696.46,116393.45,0.0,organic,2016,West
1.01,509484.65,163000.7,151262.14,9538.16,185683.65,55292.78,130390.87,0.0,organic,2016,West
1.01,628445.85,143958.38,213511.34,339.25,270636.88,213637.25,56999.63,0.0,organic,2016,West
1.31,250678.16,32114.27,89178.52,155.12,129230.25,64711.23,64519.02,0.0,organic,2016,West
0.99,405751.04,30288.09,99517.71,131.37,275813.87,81246.82,194567.05,0.0,organic,2016,West
1.27,226558.02,35134.68,77837.8,115.48,113470.06,44860.97,68609.09,0.0,organic,2016,West
1.39,208015.17,34897.61,73832.59,73.54,99211.43,24069.73,75141.7,0.0,organic,2016,West
0.99,380211.61,27234.11,92382.38,128.95,260466.17,36003.44,224462.73,0.0,organic,2016,West
1.0,344775.17,42978.57,73760.05,156.62,227879.93,60151.34,167728.59,0.0,organic,2016,West
0.96,356224.38,35600.89,76142.32,121.22,244359.95,97380.11,146979.84,0.0,organic,2016,West
1.42,183804.74,24290.16,78457.11,141.15,80916.32,51887.57,29028.75,0.0,organic,2016,West
1.37,163120.64,22049.09,50654.13,60.78,90356.64,45278.4,45078.24,0.0,organic,2016,West
1.07,292307.61,27729.22,74888.46,133.74,189556.19,25453.95,164102.24,0.0,organic,2016,West
1.22,196570.63,23296.91,54945.8,102.18,118225.74,52341.87,65883.87,0.0,organic,2016,West
1.23,216330.45,26543.86,55055.64,81.03,134649.92,46628.66,88021.26,0.0,organic,2016,West
1.27,184872.75,28542.09,50418.71,133.0,105778.95,43105.63,62673.32,0.0,organic,2016,West
1.27,190161.43,28881.17,58843.29,69.26,102367.71,20133.83,82233.88,0.0,organic,2016,West
1.09,255091.59,26496.6,71724.89,119.85,156750.25,21108.02,135642.23,0.0,organic,2016,West
1.41,171841.15,31369.85,51648.96,110.53,88711.81,15175.56,73536.25,0.0,organic,2016,West
1.71,160039.02,46373.36,55040.01,0.0,58625.65,58526.97,98.68,0.0,organic,2017,California
1.82,138506.44,25276.34,58176.83,0.0,55053.27,54984.78,68.49,0.0,organic,2017,California
1.75,126089.01,24044.07,55284.97,0.0,46759.97,46698.32,61.65,0.0,organic,2017,California
1.89,125853.18,31270.64,46280.63,0.0,48301.91,48263.46,38.45,0.0,organic,2017,California
1.81,125973.2,23983.71,47847.46,0.0,54142.03,54089.5,52.53,0.0,organic,2017,California
2.0,115472.08,23310.44,47380.19,0.0,44781.45,44756.79,24.66,0.0,organic,2017,California
1.98,122170.14,25968.52,47146.26,0.0,49055.36,49022.35,33.01,0.0,organic,2017,California
1.99,122017.93,29124.07,43952.88,1.59,48939.39,48885.5,53.89,0.0,organic,2017,California
1.76,145735.09,27876.4,67331.86,0.0,50526.83,50478.71,48.12,0.0,organic,2017,California
2.01,129602.47,29243.35,48086.52,0.0,52272.6,52247.85,24.75,0.0,organic,2017,California
2.0,132184.44,27492.71,48684.87,0.0,56006.86,55961.39,45.47,0.0,organic,2017,California
2.1,115255.48,25513.54,44390.25,0.0,45351.69,45271.06,80.63,0.0,organic,2017,California
2.17,124505.87,26222.41,53539.49,0.0,44743.97,44692.13,51.84,0.0,organic,2017,California
2.08,132771.77,31036.76,59948.6,0.0,41786.41,41755.45,30.96,0.0,organic,2017,California
2.05,138458.82,34599.22,63107.77,1.57,40750.26,40700.41,49.85,0.0,organic,2017,California
2.18,152064.59,48806.34,66114.77,0.0,37143.48,37121.28,22.2,0.0,organic,2017,California
2.2,140337.35,40795.15,62854.16,0.0,36688.04,36679.32,8.72,0.0,organic,2017,California
2.09,142391.81,33578.96,64298.99,0.0,44513.86,44484.97,28.89,0.0,organic,2017,California
2.54,121293.43,31149.69,48281.23,0.0,41862.51,41815.14,47.37,0.0,organic,2017,California
2.37,140365.99,28993.37,44771.32,1.57,66599.73,66546.4,53.33,0.0,organic,2017,California
2.21,139016.53,27834.92,44902.56,0.0,66279.05,66110.1,168.95,0.0,organic,2017,California
2.18,118098.82,18668.32,42686.77,0.0,56743.73,55680.44,1063.29,0.0,organic,2017,California
2.14,113903.29,15243.52,40785.21,0.0,57874.56,57767.34,107.22,0.0,organic,2017,California
2.17,128480.81,20884.31,52053.33,4.67,55538.5,55471.46,67.04,0.0,organic,2017,California
2.14,127255.55,18861.09,52718.44,9.36,55666.66,55588.67,77.99,0.0,organic,2017,California
1.62,169101.22,18593.36,54586.32,4.68,95916.86,95826.72,90.14,0.0,organic,2017,California
1.73,163970.9,20969.94,58901.69,9.35,84089.92,83873.31,216.61,0.0,organic,2017,California
1.66,167931.62,23367.89,53252.13,0.0,91311.6,89270.67,2040.93,0.0,organic,2017,California
1.78,181725.85,32417.62,60616.15,0.0,88692.08,82117.33,6574.75,0.0,organic,2017,California
1.79,179141.21,32283.4,64309.03,6.18,82542.6,82388.73,153.87,0.0,organic,2017,California
1.64,206419.24,31578.61,80018.8,12.42,94809.41,94661.56,147.85,0.0,organic,2017,California
1.76,197588.64,31705.67,68967.28,12.52,96903.17,96713.71,189.46,0.0,organic,2017,California
1.78,183083.69,28908.03,67866.42,7.8,86301.44,86037.36,264.08,0.0,organic,2017,California
1.76,167406.47,29347.26,61178.45,7.82,76872.94,75429.92,1443.02,0.0,organic,2017,California
1.59,211442.68,27955.44,80576.31,1.61,102909.32,102120.45,788.87,0.0,organic,2017,California
1.61,199903.62,29040.03,67606.93,7.79,103248.87,99212.47,4036.4,0.0,organic,2017,California
1.6,197179.76,28028.44,69003.58,4.7,100143.04,86815.31,13327.73,0.0,organic,2017,California
1.67,194263.4,28602.39,68759.01,7.85,96894.15,87693.86,9200.29,0.0,organic,2017,California
1.63,186112.1,30319.27,66541.46,7.86,89243.51,82024.66,7218.85,0.0,organic,2017,California
1.64,191988.18,31381.85,69457.56,17.3,91131.47,87215.5,3915.97,0.0,organic,2017,California
1.7,194052.77,34618.57,71542.71,7.86,87883.63,84717.09,3166.54,0.0,organic,2017,California
1.57,209591.02,25435.01,81224.16,39.25,102892.6,81019.63,21872.97,0.0,organic,2017,California
1.53,210400.75,26372.8,73288.71,9.46,110729.78,96032.09,14697.69,0.0,organic,2017,California
1.45,220712.33,28613.88,65742.41,6.34,126349.7,89588.54,36761.16,0.0,organic,2017,California
1.34,215699.08,26443.61,69371.98,3.16,119880.33,102260.68,17619.65,0.0,organic,2017,California
1.5,183797.3,27932.48,71026.47,3.16,84835.19,83854.04,981.15,0.0,organic,2017,California
1.54,151754.58,27367.52,55812.63,20.18,68554.25,66789.82,1764.43,0.0,organic,2017,California
1.36,169739.8,37220.31,82017.4,9.46,50492.63,49406.12,1086.51,0.0,organic,2017,California
1.44,165225.54,30958.58,65973.06,23.2,68270.7,52928.72,15341.98,0.0,organic,2017,California
1.53,136422.97,28034.89,54342.56,6.18,54039.34,49913.43,4125.91,0.0,organic,2017,California
1.66,142739.21,27811.48,58090.25,3.08,56834.4,55364.11,1470.29,0.0,organic,2017,California
1.5,177777.4,33563.39,69671.75,4.62,74537.64,69842.47,4695.17,0.0,organic,2017,California
1.46,164137.04,31267.65,65430.27,6.16,67432.96,50963.98,16468.98,0.0,organic,2017,California
1.29,202521.83,4187.69,34761.26,0.0,163456.23,140923.52,22532.71,0.0,organic,2017,GreatLakes
1.5,170025.26,3530.25,45287.61,0.0,121004.11,98594.58,22409.53,0.0,organic,2017,GreatLakes
1.42,161673.33,4205.91,42009.63,1.63,114913.95,96928.45,17985.5,0.0,organic,2017,GreatLakes
1.49,148882.83,3001.05,51148.46,0.0,94204.9,82525.77,11679.13,0.0,organic,2017,GreatLakes
1.52,139934.06,2808.31,45409.34,0.0,91390.14,82843.58,8546.56,0.0,organic,2017,GreatLakes
1.52,141104.31,2599.3,37369.95,0.0,100572.12,89060.03,11512.09,0.0,organic,2017,GreatLakes
1.53,133203.19,3394.42,39866.7,0.0,89472.15,82838.51,6633.64,0.0,organic,2017,GreatLakes
1.64,159071.48,3624.05,45966.15,0.0,109173.25,96907.0,12266.25,0.0,organic,2017,GreatLakes
1.69,169816.92,3261.8,53829.19,0.0,112234.63,98907.59,13327.04,0.0,organic,2017,GreatLakes
1.7,176815.66,3060.61,48813.2,0.0,124638.82,107070.18,17568.64,0.0,organic,2017,GreatLakes
1.68,190579.53,3616.94,45789.71,0.0,140986.71,121946.19,19040.52,0.0,organic,2017,GreatLakes
1.68,197529.4,3318.61,54525.35,0.0,139481.99,126855.79,12626.2,0.0,organic,2017,GreatLakes
1.7,191866.1,3603.46,56237.45,1.62,131818.51,124355.02,7463.49,0.0,organic,2017,GreatLakes
1.72,180253.26,3467.06,52244.98,0.0,124087.1,109113.0,14974.1,0.0,organic,2017,GreatLakes
1.89,179687.73,3756.3,48823.74,0.0,126611.68,84494.08,42117.6,0.0,organic,2017,GreatLakes
1.84,151888.89,3588.06,43683.43,0.0,104460.38,81696.7,22763.68,0.0,organic,2017,GreatLakes
1.82,148357.84,3861.68,42215.34,0.0,102115.35,81205.15,20910.2,0.0,organic,2017,GreatLakes
1.82,157087.22,3819.64,33363.97,12.96,119674.06,86092.86,33581.2,0.0,organic,2017,GreatLakes
1.73,150638.77,3141.89,41060.13,32.22,106294.09,83337.67,22956.42,0.0,organic,2017,GreatLakes
1.6,133248.29,3356.9,26728.65,4.85,102918.29,83092.11,19826.18,0.0,organic,2017,GreatLakes
1.54,129785.91,3726.68,29839.21,8.09,96034.06,86209.28,9824.78,0.0,organic,2017,GreatLakes
1.65,125026.87,3724.58,32794.35,4.87,88319.69,67919.34,20400.35,0.0,organic,2017,GreatLakes
